enota,leto,spremenljivka,vrednost
807,2015,Capital city population (as a percentage of total urban population),46.9
807,2018,Urban population (percent),58.0
807,2018,Capital city population (thousands),584
626,2005,Urban population (percent),26.0
626,2005,Urban population (percent growth rate per annum),4.7
626,2005,Rural population (percent growth rate per annum),2.8
626,2010,Urban population (percent),27.7
626,2010,Urban population (percent growth rate per annum),2.8
626,2010,Rural population (percent growth rate per annum),1.1
626,2015,Urban population (percent),29.5
626,2015,Urban population (percent growth rate per annum),3.5
626,2015,Rural population (percent growth rate per annum),1.7
626,2018,Urban population (percent),30.6
626,2018,Capital city population (thousands),281
768,2005,Urban population (percent),35.2
768,2005,Urban population (percent growth rate per annum),4.0
768,2005,Rural population (percent growth rate per annum),2.0
768,2005,Capital city population (thousands),"1,315"
768,2005,Capital city population (as a percentage of total population),23.1
768,2005,Capital city population (as a percentage of total urban population),65.8
768,2010,Urban population (percent),37.5
768,2010,Urban population (percent growth rate per annum),4.0
768,2010,Rural population (percent growth rate per annum),2.0
768,2010,Capital city population (thousands),"1,466"
768,2010,Capital city population (as a percentage of total population),22.6
768,2010,Capital city population (as a percentage of total urban population),60.1
768,2015,Urban population (percent),40.1
768,2015,Urban population (percent growth rate per annum),4.0
768,2015,Rural population (percent growth rate per annum),1.8
768,2015,Capital city population (thousands),"1,635"
768,2015,Capital city population (as a percentage of total population),22.0
768,2015,Capital city population (as a percentage of total urban population),55.0
768,2018,Urban population (percent),41.7
768,2018,Capital city population (thousands),"1,746"
772,2005,Urban population (percent),0.0
772,2005,Urban population (percent growth rate per annum),0.0
772,2005,Rural population (percent growth rate per annum),-5.0
772,2010,Urban population (percent),0.0
772,2010,Urban population (percent growth rate per annum),0.0
772,2010,Rural population (percent growth rate per annum),-1.2
772,2015,Urban population (percent),0.0
772,2015,Urban population (percent growth rate per annum),0.0
772,2015,Rural population (percent growth rate per annum),1.9
772,2018,Urban population (percent),0.0
776,2005,Urban population (percent),23.2
776,2005,Urban population (percent growth rate per annum),0.7
776,2005,Rural population (percent growth rate per annum),0.6
776,2010,Urban population (percent),23.4
776,2010,Urban population (percent growth rate per annum),0.8
776,2010,Rural population (percent growth rate per annum),0.5
776,2015,Urban population (percent),23.3
776,2015,Urban population (percent growth rate per annum),0.3
776,2015,Rural population (percent growth rate per annum),0.5
776,2018,Urban population (percent),23.1
776,2018,Capital city population (thousands),23
780,2005,Urban population (percent),55.0
780,2005,Urban population (percent growth rate per annum),0.1
780,2005,Rural population (percent growth rate per annum),0.9
780,2005,Capital city population (thousands),547
780,2005,Capital city population (as a percentage of total population),42.2
780,2005,Capital city population (as a percentage of total urban population),76.8
780,2010,Urban population (percent),54.0
780,2010,Urban population (percent growth rate per annum),0.1
780,2010,Rural population (percent growth rate per annum),0.9
780,2010,Capital city population (thousands),546
780,2010,Capital city population (as a percentage of total population),41.1
780,2010,Capital city population (as a percentage of total urban population),76.1
780,2015,Urban population (percent),53.3
780,2015,Urban population (percent growth rate per annum),0.2
780,2015,Rural population (percent growth rate per annum),0.8
780,2015,Capital city population (thousands),545
780,2015,Capital city population (as a percentage of total population),40.1
780,2015,Capital city population (as a percentage of total urban population),75.2
780,2018,Urban population (percent),53.2
780,2018,Capital city population (thousands),544
788,2005,Urban population (percent),65.2
788,2005,Urban population (percent growth rate per annum),1.4
788,2005,Rural population (percent growth rate per annum),-0.2
788,2005,Capital city population (thousands),"1,859"
788,2005,Capital city population (as a percentage of total population),18.4
788,2005,Capital city population (as a percentage of total urban population),28.2
788,2010,Urban population (percent),66.7
788,2010,Urban population (percent growth rate per annum),1.5
788,2010,Rural population (percent growth rate per annum),0.2
788,2010,Capital city population (thousands),"2,014"
788,2010,Capital city population (as a percentage of total population),18.9
788,2010,Capital city population (as a percentage of total urban population),28.4
788,2015,Urban population (percent),68.1
788,2015,Urban population (percent growth rate per annum),1.6
788,2015,Rural population (percent growth rate per annum),0.3
788,2015,Capital city population (thousands),"2,183"
788,2015,Capital city population (as a percentage of total population),19.4
788,2015,Capital city population (as a percentage of total urban population),28.5
788,2018,Urban population (percent),68.9
788,2018,Capital city population (thousands),"2,291"
792,2005,Urban population (percent),67.8
792,2005,Urban population (percent growth rate per annum),2.4
792,2005,Rural population (percent growth rate per annum),-0.4
792,2005,Capital city population (thousands),"3,638"
792,2005,Capital city population (as a percentage of total population),5.4
792,2005,Capital city population (as a percentage of total urban population),7.9
792,2010,Urban population (percent),70.8
792,2010,Urban population (percent growth rate per annum),2.1
792,2010,Rural population (percent growth rate per annum),-0.7
792,2010,Capital city population (thousands),"4,166"
792,2010,Capital city population (as a percentage of total population),5.8
792,2010,Capital city population (as a percentage of total urban population),8.1
792,2015,Urban population (percent),73.6
792,2015,Urban population (percent growth rate per annum),2.4
792,2015,Rural population (percent growth rate per annum),-0.4
792,2015,Capital city population (thousands),"4,633"
792,2015,Capital city population (as a percentage of total population),5.9
792,2015,Capital city population (as a percentage of total urban population),8.0
792,2018,Urban population (percent),75.1
792,2018,Capital city population (thousands),"4,919"
795,2005,Urban population (percent),47.1
795,2005,Urban population (percent growth rate per annum),1.5
795,2005,Rural population (percent growth rate per annum),0.6
795,2005,Capital city population (thousands),592
795,2005,Capital city population (as a percentage of total population),12.4
795,2005,Capital city population (as a percentage of total urban population),26.4
795,2010,Urban population (percent),48.5
795,2010,Urban population (percent growth rate per annum),2.0
795,2010,Rural population (percent growth rate per annum),0.8
